isEdited,userName,review,date,rating,title,developerResponse
False,Kikaaaaaaaaaa1422,My depression has gotten to a point where I don’t want to take care of my self so I would stop going in for my appointment with my psychiatrist I was starting to feel hopeless like I was giving up on my self I found this app and decided to give or another try it’s easy to use and so far I like I was diagnosed with pd and was given medicine for it I just started It and the prescriber was really friendly as well as everyone else I’ve encountered on the app,2021-11-20 03:52:24,5,I like this app,
False,johnnymalz,"I fill my prescription at CVS pharmacy through Caremark and I have trouble every time because they want a 90 day prescription and I pay full fee as a result of Cerebral’s policy of not allowing 90 day prescriptions. 
Then they switched my prescriber on me. I ran out of medication and asked for a bridge prescription to get me until my next appointment with my new prescriber. It never happened. I ran out and experienced withdrawals. After two days without I finally used Teledoc to get a refill because I couldn’t rely on Cerebral to take my medication seriously enough. 
This is insanity. I will have to switch to seeing a local therapist.",2022-01-09 15:01:50,2,Awful patient management,"{'id': 27379401, 'body': ""We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-01-11T17:51:20Z'}"
False,Jackknive,"Absolute mess. I rarely review things. This was nothing but problematic. 

1.  Gave me meds.  I tried and kept literally passing out.  When I wasn’t, I would fall asleep sitting, driving, I couldn’t function. I told them multiple times.  Always “asking someone” but never got back to me.  Went to a real doc and they were horrified that I was put on that with my other meds and said it could have really been serious. 

2.  Constantly changing “care team” who isn’t reliably keeping either appointment times or is just changing non stop.  Every three days a new message that I have someone new on the team as someone else changed out. 

3.  Refusal to cancel account without a bunch of hoops.  Had to close my debit card because that was the only option when they wouldn’t stop billing me. 

4.  Customer service is only email and comes with a side of attitude.  

Avoid.  It cost more to fix this and in the billing after I cancelled than the actual doctor I saw cost.",2021-09-14 02:44:32,1,Scam gave me meds that were not ok with my other meds and wouldn’t cancel account,"{'id': 25193194, 'body': 'Hi there, this is Stefanie with Cerebral. I wanted to thank you for taking the time to share your experience and concerns with us. Our intent is to support individuals along their mental health journey and we’re so sorry to hear that your experience has been negative. We understand the importance of getting medications that work for you and getting them on time. We care deeply about your mental health and want to make sure we do everything we can to remedy this situation. You can call us at (415) 403-2156 or you can email us directly at support@getcerebral.com. Feel free to request me by name; I want to be sure that you feel heard and am happy to be your direct point of contact until we resolve this issue. Hope to hear from you soon. Best, Stefanie H.', 'modified': '2021-09-19T20:35:16Z'}"
False,IamBipolar,"I am 90% pleased with this service. Only complaints would be I’ve been waiting months for a therapist to be on boarded, I’ve had providers fail to attend my session, and it can be difficult to address meds in last minute scenarios. With all the complaints, I feel they’ve saved my life. Most issues are related to insurance and my own diagnosis. I’ve referred numerous friends",2021-10-06 21:33:00,5,Good service if they have a therapist who works with your insurance,
False,sddssdds,"I got this app with high expectations for mental healthcare - had to wait a couple weeks for my scheduled appointment with my provider, as expected. A week before my appointment a care rep from Cerebral reached out and told me they rescheduled my appointment for the 2 days from then, and a few hours before that appointment the provider cancelled on me without any notice or explanation. Now I can’t get an appointment for another five weeks and Cerebral customer care can’t be bothered to respond to any emails. I really want this service to be good and to work for me but between the providers cancelling and the customer care ignoring me I’m not sure I’ll ever get to use it.",2021-11-04 21:56:07,1,Unreliable providers and customer care that can’t be bothered,
False,Fellingson,"I had high hopes when I signed up but there was no substance after the first week or so. Medication took up to a week to arrive, there were technical issues in accessing lessons and keeping appointments. I told them I wished to cancel but they charged my credit card $85 anyway for a month in which I am receiving nothing. The last prescription that was sent to me was for a medication no doctor ever talked to me about and came 10 days after I contacted my team for help. How they arrived at the medication for me is very scary. Who is in charge of being sure medication is appropriate?
I found them unreliable at best and am very happy with a different online service.",2021-07-10 02:09:42,1,Not Even One Star,"{'id': 24203720, 'body': ""Hi there, We appreciate you taking the time to share your feedback. I'd like to sincerely apologize for the difficulties you faced with utilizing our services. We do have a considerable client base that significantly benefits from our services, but that still doesn't make it any better knowing that you faced less-than-satisfactory care. As a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. In any event, I would like to take some time myself to hopefully help repair your trust in Cerebral. Please feel free to reach out to us by phone at (415) 403 - 2156 or by email at support@getcerebral.com and ask for me directly. I'm happy to assist in any way I can. Warmly, Stefanie H. Cerebral Coordinator."", 'modified': '2021-07-29T17:27:29Z'}"
False,brandiiiiirenee,"I signed up, my money was immediately taken before I could finish the sign up process. Than I tried logging in on a laptop, different web browsers and nothing would work! So I received ZERO services but I paid for them. I customer service and they didn’t help at all and when I asked for my refund since I didn’t receive any services and had nothing but problems finishing the “onboarding process” and customer service tells me that they will only refund me $9 out for my $30 dollars that was taken! So instead of receiving any help, I got more problems and was basically robbed! Don’t waste your time or money this is a complete scam and they should be sued.",2021-12-31 20:06:44,1,Scam!!,"{'id': 27261673, 'body': ""Hello, We appreciate you taking the time to share your experience with us. We're sorry to hear you were not satisfied with all of our services. As a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. In any event, we would like to take some time to see what we can do to correct the situation. Please reach out to us by email at reviews@cerebral.com. directly. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-01-05T17:56:50Z'}"
False,Madox2500,"I love the care teams, I love my prescriber, but the app is broken. Every time I have a payment come up, I have to re-enter my card information even though I have the available funds and nothing about my card has changed. And now I have a notification that I need to a schedule an appointment with my care provider, but I already have one scheduled and the notification simply will not go away and I don’t like unanswered notifications they drive me insane.

So please just fix the bugs with the app. Otherwise, keep up the great work.",2021-10-16 15:22:24,3,Great Care - App is Messy,
False,unhappy7249194,"Not only did this app not highlight that they don’t explore other diagnoses from the beginning, but they also apparently have a problem with charging people without their consent. This is fraud. :)) I advise anyone using this app to seek it somewhere else because I’m having to cancel my card just to get these guys to leave me alone apparently. They call repeatedly, they text repeatedly, even though a month ago customer support told me that the subscription was cancelled. Now I have to cancel all over again. I’m done with it. I’m about to get a lawyer because of many people are being charged after cancelling this is a scam and it’s very obvious.",2021-06-08 05:11:31,1,Charged without consent,"{'id': 23445304, 'body': 'Hi there, I am sorry to hear that we may not have been able to support you and for any difficulty you may have faced when attempting to cancel. As a telehealth platform, there are some limits to the care we can provide which we try to communicate to our subscribers upon signing up for the service. In any event, I want to thank you for taking the time to share this experience. We are constantly working to improve our services, and we appreciate you taking the time to share your feedback with us. I would also like to see if there is anything I can do to help. Please feel free to reach out to (415)403-2156 or support@getcerebral.com, and I am happy to assist in any way I can. I look forward to hearing from you. Best, Stefanie H. Cerebral Coordinator.', 'modified': '2021-06-17T17:06:44Z'}"
False,sunseokhwa,heard about this on tiktok a million times. took their quiz in a very desperate and upset time. thought I was going to continue to enter my insurance information to see if I was covered. I was immediately charged $30. took me almost a week to get their “cancellation team” to respond to me to close my account (because I refused to continue signing up) and to issue me a full refund. was refused a full refund (only $9 was offered) and they still continue to email me. it took me changing my email on all of my accounts and getting a new debit card to get this fully sorted. this company is a scam who preys on mentally ill people trying to seek help. do not use it.,2021-12-23 23:36:20,1,STAY AWAY FROM THIS SERVICE,"{'id': 27379361, 'body': ""We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-01-11T17:49:16Z'}"
False,Valerie22334455566,"This app charged me a total of $500 for one 45 minute phone conversation. Any other app I’ve ever used has refunded me without question when I don’t use or am not satisfied with their service. It’s infuriating especially as a person who works a very physical essential job working with covid samples that a week of my life’s earnings went to this service. I highly recommend anyone reading this to use betterhelp or any other online therapy service instead. They say it’s because of their billing policy but the manage account option was not working when I went to cancel, I’ve never been so disappointed in a company in my life",2021-02-02 08:34:22,1,"Use a different app, this is ridiculous","{'id': 21223093, 'body': 'Hi,\n\nThank you so much for taking the time to share your experience with Cerebral. I am sorry to hear that you faced difficulties in utilizing our services. It is disappointing to hear you had less than satisfactory care. I would like to take the time to hopefully repair your trust in Cerebral, as well as learn more about your experience. \n\nPlease feel free to reach out to me by phone at (415)403-2156 or by email at support@getcerebral.com and ask for me directly. I look forward to hearing from you. \n\nWarmly, \nMolly V. \nCerebral Coordinator\n', 'modified': '2021-02-22T21:36:15Z'}"
False,clw22222,"I saw that I was actually able to afford this and was excited. Picked my care counselor and prescriber. Really liked my prescriber too. Then the day before my first appointment with my care counselor she happened to quit. So I got reassigned a new care counselor and care coordinator. Okay sure things happen. Set a new appointment with the new counselor, cancels and rescheduled twice within a few days. Tried contacting about changing the pharmacy for my prescription and never heard anything back. Canceled because it was wasting my time. If I kept it the appointment would’ve been two months from when I started. Not worth it in my book. They’re not as personable as they say they are.",2021-11-06 23:32:33,1,Just no,
False,AAJLeavinYouASurvey,"I’m very excited that this is in the App Store now! I hated navigating to the website off of my phone, as it was easy to forget about & other reasons.

The app looks great, has all the tools I need! However, there is a delay from when you click the send button to when it actually sends the message, and I clicked it multiple times like a crazy person and accidentally spammed my care counselor with a bunch of copies of the same message.",2020-12-29 17:15:18,4,"So excited , some updates needed",
False,Sophiehoppe,"I was super skeptical of any app-based mental health services bur a friend suggest I get cerebral specifically. At first I was discouraged because the earliest appointments I could find were a month out, but after contacting support, someone responded very quickly and was able to find me care within the week. Everyone on my team has been really reachable, kind, and professional. I’m still a relatively new user but so far I’m really impressed.",2021-04-20 00:28:32,5,So far so good.,
False,A Green Door,"Poor communication, lack of empathy/comprehension from customer support team, and providers who can’t make call times(and then say, actually you who waited for the majority of the length of scheduled call had missed the appointment). Avoid at all costs unless you’d like to bring an untoward amount of stress and anguish in your life; this has been my fist app experience of this kind, and from this experience - I’d recommend choosing literally any other app. 

All the best on your journeys to better mental health, I hope that my experience is a one off but in case it isn’t thought I’d shoot y’all a heads up.",2022-02-03 02:14:24,1,"Telehealth might be the future of medicine, cerebral is most certainly not.","{'id': 27901323, 'body': ""Hello, We appreciate you taking the time to share your experience with us. We're sorry to hear you were not satisfied with all of our services. As a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. In any event, we would like to take some time to see what we can do to correct the situation. Please reach out to us by email at reviews@cerebral.com directly and please include your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-02-07T16:57:43Z'}"
False,Shantipuran,"My provider took quality time to hear me out and we had a great discussion. He provided some treatment options and together we decided on a plan. I loved that I asked what do you recommend and then he gave me my options and let me decide.

Monday was my appointment and by Thursday I was on the treatment course. I’m so optimistic with the treatment plan. Opens a new door that I’ve never been through before.",2022-01-11 04:00:46,5,Quality Care with Convenience,
False,lexiprincess201,"signed up from tiktok and they have u pay IMMEDIATELY, then you find out theres 1+ month long wait times for a 30 minute session, you're paying $30 to be ignored for 4+ weeks. supposedly theres a no refund policy, we'll see about that. i've had the app for 30 minutes and already had problems scheduling with a provider. i reached out to the ""care team"" and there was no answer. save your money and find an in person service. this is giving scammer vibes, imagine downloading an app to FINALLY get help for your mental issues and feeling instantly worse bc you feel like your money was stolen 😍 that's this app in a nutshell",2021-11-22 18:46:44,1,listen to everyone else 💀,
False,Rstorer,"Don’t waste your time with this company. If you do make an attempt to use them they will definitely waste it for you.

After five attempts at signing up in the app consistently kicking me out and starting over, I had to use the website to finish my sign up. After signing up I was attached to a doctor in Texas while I’m in California. After waiting a week for my appointment the doctor informed me that she cannot help me because she’s not in my state. 

When I contacted customer service they attached me to a doctor in my state that did not have availability for a month and a half. When I reached out again to speak to customer service and asked for a refund on the fees for the first month since I would be receiving no service and I’ve had nothing but difficulties I was told that the best they can do is a 30% discount. 

For a company that is supposed to help with mental health care they, like so many others, don’t actually care and are only interested in your money.",2021-11-15 20:45:59,1,Don’t waste your time,
False,CandiceNicole84,"I wanted to love cerebral. It started off great. But it started getting fishy when I couldn’t make appointments until I had paid again. Which caused me to have long waits in between appointments. My care coordinator was changed 4 times in 5 months. The icing on the cake was when I was charged for medication, that was never sent. Which caused me to be without my meds for 3 days. They tried to fix it by sending it to my local pharmacy, but the provider wasn’t licensed in my state so they couldn’t fill it. I ended up having to call my regular doctor to get it filled. I feel bad for those that can’t do the same. Absolutely awful.",2021-09-09 21:33:03,1,Absolutely awful,"{'id': 25183994, 'body': 'Hi there, Thank you so much for taking the time to share this experience and feedback with us. I am so sorry to hear that you were disappointed in our services. I can see how medication and scheduling delays may have led to a lot of frustration and concerns. I would like to take some time to look into this situation further and see if there is anything I can do to help. Please feel free to reach out to me at (415)403-2156 or support@getcerebral.com and ask for me. I am happy to see what I can do to help repair your trust in Cerebral. I look forward to speaking with you soon. Best, Stefanie H. Cerebral Coordinator', 'modified': '2021-09-19T00:31:15Z'}"
False,jessshan85,I’ve suffered with ADHD symptoms since I was a teen (I’m 36) and have always wanted to get it handled but life always got in the way or I’d forget to bring it up at appointments. I learned about this app and how convenient it is. Not having to find someone to watch the kids so I could go to the doctor was a huge plus for me! I’ve been on my meds 6 days now and my whole family sees the difference! So thankful for Cerebral!,2021-12-29 16:52:40,5,Life changing,"{'id': 27263493, 'body': 'Thank you so much for your kind words! We are so happy that you are being supported by your care team and that you are seeing a difference. We are rooting for you!', 'modified': '2022-01-05T20:30:39Z'}"
False,HockeyTanMan,Some people can seriously wonder if they are getting the same attention from their caregivers via an app. At times you may wonder if you are getting the same level of attention for what you’re paying. Tremendous app that is incredibly easy to use and SO CONVENIENT! Just doing the initial evaluation made me feel focused on like they were going to take care of me. I highly recommend!!,2021-07-23 10:07:54,5,Convenient and caring!,
False,Candy Ruddy,"Just like everyone else with the one star reviews- they talk to you and everything is great for the first month and then your meds aren’t refilled and surprise - no one can do anything about it.  Talk to your counselor - I did and her exact words were “let me see what I can do”. It’s Wellbutrin - not a controlled substance. You can’t start someone on a medicine for depression and then yank them off 30 days in around the holidays. 

My meds were supposed to be refilled Monday - I’m writing this six days later - after begging someone to respond via chat and email.  All they respond with is “here’s the suicide hotline”. 

Save your money.",2021-11-28 17:15:54,1,Don’t use this company. They are fraudulent,
False,Jewell.l,"I met with my prescriber and therapist with in a few days. After that it has been a nightmare. The app won’t let me sign up for new appointments. I can ask the provider to schedule me, if I can ever get an appointment. I have paid for 4 months and only seen the prescriber and therapist twice each. They did not provide a substitute prescriber when she was sick or had a family emergency. I had to wait two months to get into the second appointment with the therapist. I like the idea of this service but it is glitchy and the customer service employees I have reached out to keep saying that I agreed to this billing schedule so they can’t help me.",2021-11-27 21:50:32,1,Fine at first,
False,Qwanna A,"I was on the verge of having a mental breakdown until I found out about this app. My therapist made it way easy to talk to her. (She, my therapist- Mona Ward.) Even when I missed my appointments she reached out because she knew something had to be wrong. I am so happy she did. I was struggling and stressing. I’m still battling but just knowing I got a way to communicate with her and if I’m feeling that bad I tell her is a lifesaver. Thanks..",2022-02-10 13:44:52,5,Just in time,
False,sha816$&@,I signed up for an account.  Put my payment info in and was assigned a provider and given an appointment time.  I signed in for my first appointment only for the provider to be a no show.  When I checked my account information and plan to see what the protocol was for a no show provider and when I clicked on my plan it said that therapy was not available in my state.  I was not going to be told this and just billed the huge amount? Sorry.  That’s not right.  I was looking forward to finally getting some help in the most painless way possible in the comfort of my own home only to be disappointed and feeling scammed.,2021-06-09 23:10:46,1,False advertising,"{'id': 23445248, 'body': 'Hi there, Thank you for taking the time to share your concerns. I am sincerely sorry for the difficulties you have faced in utilizing our services. It is disheartening to hear that you did not receive the support you were looking for. I would like to take some time to further look into these issues and do what I can to mend the situation for you. Please feel free to contact me at (415)403-2156 or support@getcerebral.com and ask for me directly. I look forward to speaking with you. Best, Stefanie H. Cerebral Coordinator.', 'modified': '2021-06-17T17:01:36Z'}"
False,MothaP*dder,"This app is everything after the year we just had. I have been assigned an amazing care team along with a provider. When I did have an issue with appointments, I had such an outstanding customer service representative named Rjane. All the anxiety, all my concerns about the issue were resolved in such a timely fashion and without stressing the customer. Highly recommend!!",2021-05-05 20:58:30,5,"Amazing App, even more amazing people",
False,daniellenb305,This company is working hard to provide better access to high-quality mental health care - and it shows! There has been so much growth and new development in the last year because they really listen to their clients. Every person I’ve interacted with on this platform has been genuinely so caring and kind. I can’t wait to see what Cerebral has to offer next!,2021-02-11 01:07:50,5,Would recommend!,
False,beefalc,"i have been paying 85$ a month for no reason. there’s never appointments available, no one ever messages me back and i am losing it. DO NOT waste your money. i really was hopeful for this app but it would be easier and cheaper to go in person… very upset and disappointed. i can’t even get an email or message back about a refund either. my medication that was prescribed is giving me awful side effects, but if i quit taking them and don’t ween off i have seizures and i am lost. i don’t have insurance at the moment so this was my only option. my mental health has never been so bad.",2021-12-18 05:36:17,1,awful. i wish i didn’t waste my time.,"{'id': 27379200, 'body': ""We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-01-11T17:41:27Z'}"
False,SakuraHarunoxX,I have been double charged numerous times. And I’ve even sent statements and screenshots of the charges as proof and have been called a liar. I have been reassigned to 4 different therapists because they keep quitting cerebral and honestly nothing is more annoying then feeling like I have to re-explain my trauma over and over again. Only for them to constantly not have appointments for the new therapist they give me. They don’t accept my insurance so they keep taking money from me. Not any big insurance company but a college student earning min wage. Hate this app and would never recommend it to anyone.,2021-12-05 22:21:48,1,If I could give this company a 0 I would.,"{'id': 26694766, 'body': ""Hi there, thanks for taking a moment to write in. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to support@getcerebral.com and ask for Stefanie H. Best, Cerebral Team"", 'modified': '2021-12-07T14:26:10Z'}"
False,Gretchn,"How can this app be rated so high? All of the five star reviews are fake, they don’t even sound real. This is the biggest joke I’ve ever wasted my
Time on. Took 3 weeks to even get an appt, the nurse practitioner was rude and condescending at times, other times very understanding. She prescribed meds which I was excited about but I don’t know when they are coming, when I will be charged, if they are generic or band name, and no one is answering my questions. The chat function take several days to respond. I can’t get a straight answer what I will be charged next month, as the chat person says one thing but the account info says another.",2021-03-28 19:04:13,1,4.7 stars is a lie,"{'id': 21952603, 'body': 'Hi there, \n\nI appreciate you taking time to share your feedback with us. I am sorry to hear you may have had some difficulties utilizing our services. I would like to take some time to look into these issues and see if I can help in any way. \n\nPlease feel free to contact me at (415)403-2156 or support@getcerebral.com. I look forward to speaking with you and learning more about what I can do to assist. \n\nBest, \nMolly V.\nCerebral Coordinator', 'modified': '2021-03-30T15:02:21Z'}"
False,Jadedre,I absolutely appreciated how simple and straight forward this was.  When you’re struggling with any mental health issue navigating through anything is challenging.  It brings the strongest of people to tears when you’re struggling.  Ida was so kind and comforting.  She listened to me and acknowledged everything I said and had feedback. Her voice was inviting and I never felt insecure.  I appreciated her kindness and her nurturing voice.,2021-10-25 23:01:47,5,Simplicity in the darkness,
False,Bottsfamilyrock,"Honestly I have tried a lot of online therapy platforms before, but Cerebral has been the worst. 
YOU CANNOT CONTROL YOUR OWN CANCELLATION TO THEIR SUBSCRIPTION.
Also, they’ll allow you to pay for and sign up for services that “aren’t available in your area”. I spent $100 for medication and therapy sessions. When I went to do my therapy session I couldn’t complete it without headphones that had a mic, which I didn’t have.
I waited over a month for my medication appointment and a week before my provider quit. Instead of prioritizing me or having that providers caseload covered, I was forced to book another appointment. Two months out. 
Then when I asked for a refund and to be refunded, I was sent to a service email. I needed to fill out a form, great. I do this and the next two days receive the same exact email from the service mail address.
I finally had to cancel my card and get a new one. Absolute extortion. -5/10.",2022-02-03 20:08:58,1,I urge you not to use this service,"{'id': 27901248, 'body': ""We appreciate you taking the time to share your experience. We're sorry to hear that you had difficulty with the cancellation process and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com with your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-02-07T16:54:28Z'}"
False,Theezy0925,"It is such a shame that this platform wasn’t executed better. I had a horrifically unfriendly and unpleasant first meeting with a psychiatrist, which was followed by a care team member who also couldn’t seem less bored by their job. The platform is misleading in the sign up process, it is $85 dollars per month without medication costs - so don’t believe it is anything else. Providers and care team take hours if not days to reply. I feel like I’m stuck with it because I don’t currently have insurance and need medication, but I look forward to not paying $85 per month for basically getting refills.",2021-12-30 02:46:52,1,Disappointed - don’t suggest,"{'id': 27263272, 'body': ""Hello, We appreciate you taking the time to share your experience with us. We're sorry to hear you were not satisfied with all of our services. As a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. In any event, we would like to take some time to see what we can do to correct the situation. Please reach out to us by email at reviews@cerebral.com. directly. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-01-05T20:07:00Z'}"
False,Sydnie Brown,After years of struggling I finally found someone who listened to my concerns of being bipolar and actually talking me through and discussing the symptoms I had and turns out I was right I started my medication and am already seeing small changes it’s a relief to finally know what’s wrong with me and being on the right track to getting better,2021-10-07 14:11:32,5,I’ve finally got the help I needed,
True,put put the pug,"This app does the bare minimum to provide services. If you are in dire need of mental health services and know it, do not use this cheap method as a way to save money. The workers are all people who are using this app as a second source of income, and say to consistently update them but they never respond. Update: Cerebral is now charging me $85 monthly for my deactivated account… I get a message stating my account is deactivated if I attempt to log into Cerebral and have an email from Cerebral stating account closure, but Cerebral is still continuing to charge. Nightmare company for people with mental health issues",2022-02-14 13:59:24,1,No guaranteed appointments and charge you services for deactivated accounts,"{'id': 27564677, 'body': ""Hello, We appreciate you taking the time to share your experience with us. We're sorry to hear you were not satisfied with all of our services. As a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. In any event, we would like to take some time to see what we can do to correct the situation. Please reach out to us by email at reviews@cerebral.com directly and please include your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team\n"", 'modified': '2022-02-14T13:59:24Z'}"
False,J. Bene,"It’s everything it says it is: it allows you to connect with a counselor and prescriber who are certified to help you. For the most part though, you’ll be waiting 2 weeks or more for an appointment.

In the event that the service becomes too expensive and you wish to cancel though - it’s a nightmare. For 2 consecutive months I tried to cancel my membership with both months charging me anyway.  This is because the only way to cancel is through an email that must then be reviewed. I’m guessing nobody bothered to review mine the first time.

So I was charged twice for a service I didn’t use because I was trying to cancel, and for this they refunded me a whole $20 for just taking my money without providing me a service. Thanks Cerebral...

So yeah - make sure you’re prepared to use this service religiously to get your money’s worth.",2022-01-16 02:59:25,2,Delivers on what it says it is - but you’d better be committed,"{'id': 27565233, 'body': ""Hello, We appreciate you taking the time to share your experience with us. We're sorry to hear you were not satisfied with all of our services. As a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. In any event, we would like to take some time to see what we can do to correct the situation. Please reach out to us by email at reviews@cerebral.com directly and please include your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team\n"", 'modified': '2022-01-20T18:10:59Z'}"
False,C. Lag,"It might work for you, but my experience was disappointing. My first prescriber no-showed to my appointment. I was then told that I was going to be re-assigned to another prescriber so I made an appointment with her and she was nearly 20 minutes late to my appointment. My appointment was supposed to be only 30 minutes so I had already decided to cancel. Since my 30 minutes was almost over and I hadn’t received a call, this left me with very little confidence in their services. The care might be good if they actually keep their appointments and call clients on time. I felt like my time and money were wasted.",2022-01-04 04:21:59,1,Waste of my time,"{'id': 27261267, 'body': ""Hello, We appreciate you taking the time to share your experience with us. We're sorry to hear you were not satisfied with all of our services. As a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. In any event, we would like to take some time to see what we can do to correct the situation. Please reach out to us by email at reviews@cerebral.com. directly. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-01-05T17:34:12Z'}"
False,blueivy13,"Literally a scam taking advantage of individuals who truly need help. 

I only had the app for a few hours on Friday and requested to cancel right away since there was a 3-5 week wait to see a prescriber and counselor.
Then a prescriber called me without an appointment and immediately just wanted to start me on medication without proper diagnostic procedures and tests. I ignored it since I had an email stating my cancellation was in process and would take 2 business days.

I received a cancellation CONFIRMATION Tuesday evening.
Then only two hours later I received another email requesting payment for a prescription and then right after that a email stating payment received? 
1) why was this even requested if my membership was canceled?
2) why was a payment authorized when I did not click “pay now”?

I’m calling my credit card company and disputing their ridiculous scam tactics for a full refund and reporting this company to the BBB.",2021-10-26 13:33:51,1,Stay AWAY! SCAM! All they want is money,
False,MG Land,"Mental health has honestly never been easier to take control of. I spent months and months searching for a good therapy system. One that was both convenient and affordable. I didn’t find it until I found Cerebral. I think it was via a Facebook ad and let me just say, it makes me appreciate Facebook a lot more too. Really grateful I found them.",2022-01-29 16:22:52,5,They’re great!,"{'id': 27768810, 'body': 'Thank you for your review! ', 'modified': '2022-01-31T16:57:47Z'}"
False,gggcthetruth,I will write a 100 reviews if I have to if it means it’ll save someone from getting scammed and losing money like i did. Horrible customer service. Literally the worst I’ve ever received. If you need a refund you won’t get one. All the people apart of this company act incompetent and talk in circles around your questions. ALSO IF YOU DONT HAVE INSURANCE. PLEASE PLEASE PLEASE do not let these people take your money. The price is not worth the horrible “help” you will receive. They prescribe you very serious medications after only talking to you for 30 minutes. This service is dangerous. Get help from literally anywhere else if you can.,2021-03-16 14:28:44,1,This is a scam. Save your money,"{'id': 21715733, 'body': 'Hi, \n\nI want to thank you for taking the time to share your feedback about your experience with Cerebral. It is disappointing to hear that you received less-than-satisfactory care. This is not the standard we hope to set at Cerebral, and I apologize for any difficulties you faced. \n\nI would like to take some time to better understand your experience and see if there is anything I can do to help repair your trust in Cerebral. Please feel free to reach out to (415)403-2156 or support@getcerebral.com and ask for me directly. I look forward to hearing from you. \n\nBest,\nMolly V. \nCerebral Coordinator ', 'modified': '2021-03-17T19:39:36Z'}"
False,Willsydb14,"I started off liking this app, even though it’s a tad more expensive then others if they don’t take your insurance. I had a great provider and stuff at the beginning, then all of a sudden the provider quit and I was left for a month unable to access medication waiting for a new provider. This is not uncommon because it just happened to my girlfriend as well the day before her appointment. They are unable to reschedule us for a month. Abrupt stops to medication is not great and has side affects and then can’t wait to go through the process of starting them again. Thanks cerebral.",2021-12-06 16:28:56,1,Switched up Fast,
False,JSB2019,"Signed up in desperate need of help after death of a loved one and subsequent depression. They don’t tell you until AFTER you pay your first month fee that they are booked out for appointments with a medication provider for weeks in advance. The day before my appointment they cancelled on me and expected me to wait another 2 weeks. I cancelled and requested a refund since I never received an appointment or medication and they simply kept saying, “our cancellation department will reach out to you,” but I NEVER heard from them. Horrible customer service and complete rip off.",2022-01-10 07:34:58,1,Paid for service I never received and ignored,"{'id': 27379394, 'body': ""We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-01-11T17:50:53Z'}"
False,Mike.F00,"At first, everything went smoothly. I got an appointment quickly and got my medication but my refills were late and I was without medication for some time. After the lengthy process of trying to get somebody to respond to switch to picking up from my pharmacy I thought I was in the clear. 

Then there were no refills from the pharmacy and I was out medication again for 3 days which isn’t acceptable especially for the medication I’m on. 

And now they have canceled my appointment after waiting weeks for it. I would take your business elsewhere as I’m about to.",2021-10-01 21:43:50,1,"Started great, now given subpar care",
