reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOHjxrS2bF5y7nDitOq9rPR1sDD03qJxYD-9LRDWOn9KEIHmI5zHkaf31_f1EsYrejJCUBnEpqeFcqazUQ,Robert Konczyk,https://play-lh.googleusercontent.com/a-/AOh14Gh7tRl93Ldn8Zn7Ec6G0shDp6mveVyTwSjlPZ1jAg,"I was promised affordable mental health, with access to a support team to answer any and all questions. What I ended up getting was someone unqualified who didn't listen to me and just prescribed me a medication that I told him didn't work for me in the past. After reaching out to my ""care team"" to notify them about potential side effects, I have heard nothing back in over a week. TL;DR - Cerebral wants to be a great service but it isn't there yet. App is adequate but nothing special.",1,1,3.7.10,2021-12-27 14:27:53,"We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team",2022-01-04 15:59:44
gp:AOqpTOHuCrsg-B-EcchxTmq4augGcbh-sojF4-YT-9UmNM_Vo4Maln_wYJcgrg3moStCtOS73gbawLlIoo2Rng,Brad Simmons,https://play-lh.googleusercontent.com/a/AATXAJxMHXMaIZacOlroPbmrg6Wl9wkLJGO4eaNx9QtZ=mo,Its a scam. They wont even refund people they couldnt provide services for. Dont sign up.,1,0,3.7.10,2021-12-27 13:52:07,"Hi, we’re sorry to hear that and would like to take a closer look at this for you. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team",2022-01-04 16:01:25
gp:AOqpTOEr2VCAufgUDFu8WQUKXWD0iqRMyo-e7wKoY7fHuwhtGW4Lgo35n820ipRrw11ErCZZWvXhyYh7FaTGUg,Kultivated Kustoms,https://play-lh.googleusercontent.com/a-/AOh14GgiE17CBdyHW9iAVqq7lV2Esq1RNxmuHm6rvnHT,Trash. You will get nothing from this app. And they make it difficult to cancel,1,0,3.7.10,2021-12-27 08:21:13,"We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team",2022-01-04 16:01:43
gp:AOqpTOFvNjOVRb-OR8oJEilLIImTkkKlsTtC5N0LzxasW9bGmUlJp2CAtYawEe3Z2kgiiYNg34ppUG0Nnev45A,Addie Addelsons,https://play-lh.googleusercontent.com/a/AATXAJwHcECpM1CifRgYDqz5N-rgtgUkitMQAqGS4MPe=mo,Scam! They take your money and tell you they can't help you. Taking advantage of people seeking help. Knocking the vulnerable down when they need help the most.,1,0,3.7.10,2021-12-27 06:26:55,"Thank you for taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team",2022-01-04 16:02:37
gp:AOqpTOE6diuaP3CKP_JaYlg9kGsb-XS8zraPfIwEWIpuG_Zrkp_yg1sCvotqmKuRqYs5mQJsqha3mterGt3-3g,linda tran,https://play-lh.googleusercontent.com/a-/AOh14GhRE4N_kkkAmwKxj7v2rnMtNMR-bUXaJCLBNR6ccQ,"After several months of trying 2 different meds and different dosages of those meds, this provider/app has decided that though I canceled my membership to a service that does not make things better and may actually have made it worse, they will continue to charge me another month of membership. Not only have I been plagued with technical issues from the start with their svc (random automated messages, difficultly connecting to video, and scheduling problems ) they now want to rob me.",1,4,3.7.10,2021-12-26 09:44:57,"Hi there, we're sorry to hear that and we would love to take a look at the issue. Please reach out to our customer support team at reviews@cerebral.com.",2022-01-04 16:03:06
gp:AOqpTOGWmwPfu7LUMHFkWS9oPGQKCVQdQIK72j4mptDBURd24LKwLXawadXx5FjhIA8abIDlBu3Mh90VQu0_7w,JD DL,https://play-lh.googleusercontent.com/a/AATXAJx2PODv2nwQ3R-1L2z_zu9hwUYBjLD3xgu2CxKv=mo,App is OK. Save yourself the pain though. I got overcharged for my first month. I haven't utilized services yet and my first month is supposed to be $99. I called support & they wouldn't refund me the overcharges. I canceled and they only offered to refund 30% of my money. Thanks Cerebral for adding to my emotional & financial distress. I spent $ I didn't plan on spending for this month. The agency I reached out for help basically screwed me over. Disgusting. .,1,42,3.7.10,2021-12-26 03:17:12,"We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team",2022-01-04 16:03:39
gp:AOqpTOG2huJPz3w9bpmGXHHmyT4t7DjO5o8IQycH5VYE29oyGy_UXNKRTYiOTnUAcJe2S2LsxHyvxqZ7kcuI8A,Kelly Wilmers,https://play-lh.googleusercontent.com/a-/AOh14GgJ_pdO4eW2IBvr-1ZhQcwE3TF9_TiYiqt9PEDn5g,"This is a predatory scam. I attempted to change from their medication track, which I didn't need, to their therapy track. This resulted in me being charged the difference of the two plans. This was billed to my bank without telling me the amount before the billing. I have been unable to complete my onboarding and haven't even used their services due to not having a therapist that meets my needs. Charging someone prior to the use of services is just a way to get money out of people.",1,12,3.7.10,2021-12-25 21:44:40,"We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team",2022-01-04 16:04:21
gp:AOqpTOGyrRF3-UK6zXvHRlVZU1TNW8rU3wSzFQ4Rt1KJ0AwP6NVkHxD8CPZG_WdDHBepOKLoqBkS2CGAcXzrsw,Haley Barker,https://play-lh.googleusercontent.com/a-/AOh14GhwydpZoO40ki2VItQrnEBUBftS9CZNmtA8BQbo-A,"SCAM. They bill you, don't provide you with the services advertised, and then won't refund you. I suggest literally lighting $325 on fire instead of giving it to Cerebral, at least then you'll only be out of your money instead of also wasting your time trying to get an appointment only to have it canceled, rescheduled, or wait 15 minutes only to have the prescriber never show. Maybe have some kind of backup plan for patients if 50% of my appointments don't happen due to emergencies.",1,3,,2021-12-25 16:26:13,"Hi there, thanks for writing in with this feedback. We're so glad you're finding your time at Cerebral to be meaningful and apologize for inconvenience you have met with using the service. To get in touch, please reach out to support@getcerebral.com and ask for Stefanie H. We look forward to hearing from you. Best regards, Cerebral Team",2021-12-22 07:43:22
gp:AOqpTOFo7RovDahjidmt2FCvb6PYYnwREZPSasQcgZPUWuapOoiETP8TZGYhhSOcDvLXLCRzY48pwCwmi-TsFQ,stephen Sullins,https://play-lh.googleusercontent.com/a-/AOh14Gg-8b1BcjC8R0sBrC8UxI7lb-ubCrMLEGPEy6Ct2Q,You won't cancel my payments even when I tried to contact support... 85$ a month and your saying I've used the app that is uninstalled and charging on my bank account anyway? Ok. We'll see how this resolves if it keeps up this way. Very well.,1,0,,2021-12-24 22:22:42,"Hi, we’re sorry to hear that and would like to take a closer look at this for you. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team",2022-01-04 16:04:48
gp:AOqpTOEE7ItvoZoWJTU9JyaXS-TYs1l47dC8rknLLMCKPt5wuid4Q4-He02jpvnmHp18g_ZyZG8aesL-AWN_mw,Gina Zanca,https://play-lh.googleusercontent.com/a-/AOh14GhiU5hPBjCP0CnIBnWMJZ3vyXMphPfXx6Y20Vaz3Q,I like it so far,5,0,3.7.9,2021-12-24 20:24:41,Glad you like it! Reach out to support@cerebral.com if you need any assistance.,2022-01-04 16:02:25
gp:AOqpTOHz1aaAHzXgfUeiJ0MlXSE3WUl5u4arCOQX-EEUE4v8M0502pb-Bs_i8vYI91XjZnDVWFPtjd1fVeyjPw,Logan Brooks,https://play-lh.googleusercontent.com/a-/AOh14Ghe0oMaMl-b1INELB9EzElTJoF82m3ZT_gk3f1SDg,"AVOID AT ALL COSTS. Google all the reviews, don't make the mistake I did. I decided to give this service a try despite the reviews, and it was a terrible experience. They don't show doctor availability until after they take your money. I had to wait over a week for my appointment. Customer service is abysmal. There's 0 communication between care team members. I spent 12 days trying to get my prescription fixed and just ended up canceling. Look elsewhere if you actually want help.",1,8,3.7.10,2021-12-24 12:49:47,"Hi, we’re sorry to hear that and would like to take a closer look at this for you. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team",2022-01-04 16:05:13
gp:AOqpTOGINa1TVFUWUT3qhGa3bgcYbxTnkiw751Eq6CYjsI3MsLbQy6zKreRXXnhWdGAvNcrI8OsLAnq0i-Fj6A,Samuel Woods,https://play-lh.googleusercontent.com/a-/AOh14Gj65G6R1oie91kiKnzvhos-5bwoGtSW4wwZCPfxlQ,"The App works OK. However after reading the FAQs, after talking with support staff before signing up, and even made to send them pictures of my medicine to prove I'm prescribed a controlled substance... I was assured that I would be able to get the proper medication to treat my anxiety. However, the ""Prescriber"" I was given FLAT OUT LIED TO MY FACE. Told me that Cerebral does not prescribe CS such as klonopin or xanax and that I was SOL. Then she wanted to prescribe me Seroquel, an anti-psychotic, for my anxiety and insomnia. I was already getting that medicine and told her that it did not help and actually made my day to day harder. UNBELIEVABLE",1,17,3.7.10,2021-12-23 22:43:13,"We are sorry to see you did not have a positive experience! While we do prescribe controlled substances, we are restricted from doing so in certain states and it is always at the discretion of our prescribers what they choose to prescribe their patients. We would be happy to look into this for you further. You can reach us at reviews@cerebral.com",2022-01-04 16:10:05
gp:AOqpTOH-tWmzhijeR93c0Bp-zHhl_lnrtu6Dz3P0G9sW9hj-1bYqwpqtT4g5_drHNGnt6ve4NmbQ2PSX5-QUDQ,Mackenzie Dutcher,https://play-lh.googleusercontent.com/a-/AOh14GgZVIS7I3QqYmtdKEPNS2BzsvzC3xybXdN77A42pQ,If I could give zero starts I would. I couldn't even speak to a therapist until February. I cancel the day I bought the subscription and they told me they don't do refunds! Don't get cerebral if anything go for 7cups 150 a month and you get to speak to a therapist the day you sign up. Terrible just terrible service!,1,0,,2021-12-23 02:20:14,"Hi, we’re sorry to hear that and would like to take a closer look at this for you. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team",2022-01-04 16:10:35
gp:AOqpTOHqw8OMgfso45N1-LX3GtpniTUJyfunvIEFGJpXxHudsO_qsiHuKE3so1tn6sJoF8cqEN4wMHxz_jlQ9A,Roxanne H,https://play-lh.googleusercontent.com/a/AATXAJwczGct893zp6F2vF8AqZwMvcsP_EaE6dBu_dmR=mo,Why do u need access to my camera to sign up?,1,0,3.7.10,2021-12-23 02:12:17,"Thank you for your feedback! We ask for access to your camera for an identity verification purposes as well as being able to use the video visits with your care team. For additional questions, you can contact support@cerebral.com. We are happy to help!",2022-01-04 16:18:56
gp:AOqpTOHcpR-1LFWO78jTAjnzfqbDsXaOQ_e_xG9WaO_OROpFNiovfjzoqohrBTR6CDtKg2en0gNyBxSZMgJdzg,Juan Guzman,https://play-lh.googleusercontent.com/a-/AOh14GhlzYjnvsG2QTqIqb5iJF9UgafInWWKnmXiFAbecTY,COMPLETE RIP OFF STAY AWAY. THEY WILL TAKE YOUR HARD EARN MONEY AND DONT CARE ABOUT ANYTHING ELSE,1,2,3.7.9,2021-12-22 20:06:03,"Hi, we’re sorry to hear that and would like to take a closer look at this for you. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team",2022-01-04 16:11:09
gp:AOqpTOFMe-xFUQKrrgcM_inxsi2nsS7UnpSC3trCgR74wHEHrMktMUSG7Hl1rjHXn5-xedFui32SSXIXwV9MQA,marshall !!,https://play-lh.googleusercontent.com/a/AATXAJwcbfNlkVAeBl1fW44oAD9KnJeCVcsDWPjk6KXB=mo,so far this has made mental healthcare significantly more accessible and has been a great work around the therapist shortage in my area,5,1,3.7.10,2021-12-22 16:44:45,"Thanks for your review! Please recommend our app to your friends, and don’t hesitate to shoot us a note at reviews@cerebral.com if you have any questions.",2022-01-04 16:06:35
gp:AOqpTOF3gJMdhEhqXScpqNLKmgHIJoCTzIdNKua6aCv_Gi4eFUvQUdYk6BGfZaTgfjExVeUchZ-1-9Qli2hPVQ,Carole Jones,https://play-lh.googleusercontent.com/a/AATXAJwHAARsvjCgynC-tOYPGGpsnoPn-g0z9NOzH5w_=mo,it's amazing they really do help and care.,5,0,3.7.9,2021-12-22 16:35:46,Thank you for the 5-star review! We're so happy to hear that you're enjoying the service!,2022-01-04 16:07:19
gp:AOqpTOEE4EFirD16wHjIJ3JMmtP86E0kF0ovfdiVMm23-n7DWhzxqKvcmFrHWlGv1AT_Win0CgjmmlGPrMJG9g,Casey Haskew,https://play-lh.googleusercontent.com/a-/AOh14Gh47BzMkFfhbF8XYaJlSzi4XBXQ4RK94dc2yxR-,Awesome I love my psychiatrist and the medicine prescribed is working wonderfully.,5,1,3.7.10,2021-12-22 14:34:22,We love it when our subscribers match well with their Care Team! Kudos to you - and thanks for the wonderful feedback!,2022-01-04 16:08:06
gp:AOqpTOGqlmkaoECpGoc7crTPb2rrfbU5tlyFN2g8JIBwI6QeMhp7g-ONeArlvmg8F1U95Vv0FM9aCaxUCJYTBg,Crystal DuFresne,https://play-lh.googleusercontent.com/a-/AOh14GgAxYSia4s4v2ZcV-5sA9T6idy6DD3VA-vZnbFsFg,Getting tired of my review being deleted. That's how you know they are shady. Full on scammers and by the sounds of it not even properly licensed. Be careful they are dangerous people messing with people who are just looking for help.,1,2,3.7.10,2021-12-22 09:36:50,"Thanks for writing in. We're sorry for any inconvenience you have may met with discontinuing your subscription and would like to take a closer look into this for you. Please reach out to support@getcerebral.com and ask for Stefanie H. We look forward to assisting you however we can. Best, Cerebral Team",2021-12-22 07:41:00
gp:AOqpTOHoq1PoXLtWSCIS8r0zfu0_wamf6OnEv024ssg-HspV7oEDb7WHJ4hsmM1ByCSKZMiWZIvCiEN-4-JpWA,Summer Schuette,https://play-lh.googleusercontent.com/a/AATXAJw51ei0uHnsftrIxG-SgCYfR4U2EzRGjac66v7_=mo,2 of 3 appointments the dr. & counselor both no-showed. If you can send me a notification that it's time for my appointment then why can't the doctor get the same notification?? Our time is valuable too.🙄,1,3,3.7.8,2021-12-22 07:45:29,"We appreciate you taking the time to share your experience. We're truly sorry to hear that you have met these challenges with your care appointments and would like to take some time to look into this further. To get in touch, please contact us at support@getcerebral.com and ask for Stefanie H. Best regards, Cerebral Team",2021-12-22 07:57:32
gp:AOqpTOHA5ZcGB0Kezutme_HQ9rlaOWPvAS_aONItjU1ShGdlPWDhgPssUc4Laxf8befMTz5yX0oSIkgWxThFxw,David Karr,https://play-lh.googleusercontent.com/a-/AOh14GjMx6MVq4-vCA0ga2uxut3mRy7C8VCmASDiUAAo,I was charged over 300$.in December without ever having spoken to anyone. Putting me in a- balance and not getting any help. A mistake.,1,3,,2021-12-22 03:35:38,"We're sorry for any inconvenience you have met with using the service and would like to look into this for you. Please reach out to support@getcerebral.com and ask for Stefanie H. We look forward to your response. Best regards, Cerebral Team",2021-12-22 07:43:07
gp:AOqpTOHx3Lnjev_fK0bT_xYzWc5zgN0FpPuiGPXqoyufOPvGfeys_l-csy8-r-f9VkhLOdHHts3zxSn2_rPeDA,Riquel Garten,https://play-lh.googleusercontent.com/a-/AOh14Ggdh7bRGFS43BBODbEcNNrZdmEDbDb4Pq3XUiP1,Amazing! a little pricy but will worth it to see someone regularly without having to schedule out months in advance like a regular clinic!,5,2,3.7.9,2021-12-22 00:39:57,That's great news! We're glad to hear that you're enjoying the service and we are continuously working on adding more features to our app to make your experience even better!,2022-01-04 16:09:32
gp:AOqpTOF5uLU4Jsg3u8lHcV2VY0VXWC2JIRe3mBgCb_QhQHjPa5STAPKyOYA8WDTrA5VWEslYb5Vdmi5CO9aoew,Dustin Orange,https://play-lh.googleusercontent.com/a/AATXAJzcpus0jxqSt0Sls6bE_CHE8XoBF1Fpkcl1YpkN=mo,They'll steal your money and won't give you a refund.,1,4,3.7.10,2021-12-21 20:20:58,"Hi there, thanks for taking a moment to share your feedback. We're sorry for any inconvenience you have met with using the app and would like to look into this for you to see how we may be able to better assist you. Please reach out to support@getcerebral.com and ask for Stefanie H. We look forward to your response. Best regards, Cerebral Team",2021-12-22 07:41:46
gp:AOqpTOEqcX6elfqAb28bPN-VhCC4eLUAvRqGkQr3TR13rvdeT71QYmdlSgCQs0utH2xbfDfy9Nn2rddRmyV9yA,Angus Mckerchie,https://play-lh.googleusercontent.com/a-/AOh14GiA5S4B-_0NcMdIMj8iaoXeJMI4eF0IcCM9Y0eJr4U,Great helpful app!!! Thanks Cerebral!!,4,0,3.7.10,2021-12-21 19:16:27,"Thank you for the positive words! If there is anything more we can do to support you, please let us know at support@cerebral.com.",2022-01-04 16:10:35
gp:AOqpTOEkqGNIE-5vt16qz0PETMehz1kt81hAFAJ9ok4GHe7EwlNVz5u_c5elBBDfAEOOHhHTS82T1f5aXTxL5g,Vishakha Gupta,https://play-lh.googleusercontent.com/a/AATXAJxaAEqHqCAQNX3VyMjcMnDpXnhsWM1q1arSQVjq7A=mo,"The most disgusting scam. They forced to take my card details and charged me over $100. After a month of back and forth, they said I cannot complete registration AND they won't refund the amount. They are supposed to help with mental health, but do the exact opposite Stay away!",1,7,3.7.9,2021-12-21 14:30:56,"Hi there, thanks for taking a moment to write in. We're sorry for any difficulty you may have experienced with the intake process and would like to look into this for you. Please reach out to support@getcerebral.com and ask for Stefanie H. We look forward to your response. Best, Cerebral Team",2021-12-22 07:44:13
gp:AOqpTOHnmvy9o2pV5yJTvPN-k7dWIDTe6JhZe-35XjMVOKejnlbyO4d3rPmVGBo1WcWEWssNln85deXoD1BLLw,Sharea Crowell,https://play-lh.googleusercontent.com/a-/AOh14GiulvaTD4pWAMnxwUxzKXvc2jp8KXKpPDZHpb3V8A,These people have literally been harassing me about payment information when I've told them twice now that my account should have been cancelled over a month ago. I'm tired of this company and will NEVER recommend them to anyone. Please DO NOT SIGN UP WITH THEM. Just leave me alone already. I've had enough. If anything they're making my mental health worse with all the anxiety I've been getting dealing with them 🙄 Just don't subscribe to cerebral and save yourself the headache.,1,3,,2021-12-20 22:29:28,"We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to support@getcerebral.com and ask for Stefanie H. We look forward to assisting you in any way we can. Best, Cerebral Team",2021-12-19 16:16:19
gp:AOqpTOH2WQ8TuH1Rq7A1iI8aJaxP3LPVL4AYSm40LUHrMh1zStAW8zjJnumfqAwOdizUnjAMop1Bkce6SOxJXQ,Ryan Esteban Stabile,https://play-lh.googleusercontent.com/a-/AOh14GjwsrqHODO9N4xdyVe3i212nBY2zTooU4_BTT8m3w,"DO NOT use this app if you are in need of any type of medications or mental health services. It is a bait-and-switch scam. The only reason I joined was because they advertised my perscription at a lower price than what I'm currently paying. They said that even though it's a transfer peracription I need to speak with their doctor, which would have been totally fine except that the soonest you can book an appointment 6+ weeks away. Meanwhile, they continue charge fees before rendering services.",1,2,,2021-12-20 21:34:50,"We're sorry for any inconvenience you may have met with scheduling your care appointments. Please reach out to support@getcerebral.com and ask for Stefanie H. so that we can look into this further. We look forward to your response. Best regards, Cerebral Team",2021-12-22 07:45:12
gp:AOqpTOHgwOhn06r7M4pXFrNHLzXCvSvZPPyIlKjrBZevKXjXlJ3580OAdpZvPi_B89x8VGiMF5OjSyFjX2qJRg,Morgan May,https://play-lh.googleusercontent.com/a/AATXAJylmGhUfCq469X1f8vIfqBzJM38vlSpVJG0cZ4V=mo,"I would give this negative stars if I could, this app is a joke, the help they provide is a joke. If I were you I wouldn't waste you time or money.",1,1,3.7.9,2021-12-20 16:14:51,"Thank you for writing in. As a mental health company, we are wholeheartedly focused on improving the well-being of those who may not have had access to quality mental health care, and we're sorry to hear that your experience has been negative. Please feel free to reach out to Stefanie H. at support@cerebral.com so that we may connect. Best regards.",2021-12-22 07:50:03
gp:AOqpTOHHELdnhyVRb-Bppl5gMVRMhFmVqLaO5RRpfhHx_jbqliGEIq6N7GAlx_EPlpUKWf4z1ZYjOLamUgboUQ,Andrew Schmitt,https://play-lh.googleusercontent.com/a-/AOh14GhYUagwG6yQPBSZgHN0DCkWp3yOhhVFKpe0Gunfiw,"ok so far, still early on in the use of it.",5,0,3.7.9,2021-12-20 14:39:35,"Thank you for your review! If you have any suggestions on how we could improve and enhance your user experience, please don't hesitate to share them with us!",2022-01-04 16:11:26
gp:AOqpTOEAB4Dl9dl-6SWSF0GtAG8NssEhm0bDMFhGWSoWzWWzg_Z2gZaMpByJpxU9zxfCruuXjNkE41a0QYxMug,Sarah,https://play-lh.googleusercontent.com/a/AATXAJyU_kNo67Z4wP88GGeA8b_e43LIDsAFGzd5u8k1fA=mo,"Terrible They canceled ALL of my appointments and told me that I did it. If you want help, this is not the place to get it. I am worse off for trying to get help through them. They have left me in a depressive downward spiral. I doubt this review will even stay up since the last one I left somehow disappeared already.",1,3,3.7.9,2021-12-20 10:13:51,"We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to support@getcerebral.com and ask for Stefanie H. We look forward to assisting you in any way we can. Best, Cerebral Team",2021-12-22 07:52:05
gp:AOqpTOH3XKFAzE8YbMwNuWvGcV6p535PuIgc6FsR0q3OeAxWF-4Y950pkxJZJzp_CBGwvNPqDdcUonqxL1euDw,Yuumishukia,https://play-lh.googleusercontent.com/a-/AOh14GiL6IJv8XOiGqngy-f8ZvdUYwJsc3PxZHXSdYuI,"I have tried to make an account over and over again. I have tried atleast TEN different passwords, none are working even though I am following the instructions to a T I am trying to get help I have been crying this whole time why is it so hard to make an account to get help and be rejected.",2,0,3.7.9,2021-12-20 01:48:42,"Hi, we’re so sorry to hear that you've faced some challenges with the registration process and would like to take a closer look at this for you. Please reach out to support@getcerebral.com and ask for Stefanie H. We look forward to assisting you in any way we can. Best, Cerebral Team",2021-12-22 07:52:59
gp:AOqpTOFagOlxAy1OjPyH4xGHL-8aDbzX9gozrlT3715gU4ulbKZ_mvWpebXlVkiPdTuVXnhrh5tfO9SsjE3T5w,Otoniel VJ,https://play-lh.googleusercontent.com/a-/AOh14GiMzy0KZXtm1Iq_INJd5P9_khXavwqoJGcf8fVlSvQ,Excelent,5,0,3.7.9,2021-12-19 23:58:02,Wonderful to hear that you're enjoying the app! Thanks so much for the 5 stars!,2022-01-04 16:11:58
gp:AOqpTOGNjkwgbyPyWYEf-7ujyymholD42N5Q-NdY7yzMuYy7GvPk0MnimtY8Zut4j8kHFOlAYV45HBqS2f3Pog,Jaimie Sauer,https://play-lh.googleusercontent.com/a-/AOh14GhkYgss7atGHYWXLgF9Xpz3zrsXlEuBDFi_uf_A0fo,"The app is ok, the service is terrible. My doctor was changed multiple times, I was never notified of the change in advance of my appt - felt like I was starting over every 3 - 6 months. This last appt, my provider was changed again without my knowledge- and it was someone who wasn't licensed in my state! They couldn't do anything, and said the company would fix the error and contact me to reschedule. That never happened, I had to see a local provider last minute and they still charged me",1,36,3.7.9,2021-12-19 23:15:32,"We sincerely apologize for the troubles you've had and would like to take some time to see what we can do to correct the situation. Please contact us at support@getcerebral.com and ask for Stefanie H. We look forward to assisting you in any way we can. Best, Cerebral Team",2021-12-22 07:54:07
gp:AOqpTOE-zjAAHR8ksaQs73WMTuIQcreZYldxsqvjAvhn8TcvTdBo81t9q-rJ52-65vs4gJz-9S8Lzi7nwHKVag,Raufu Cunningham,https://play-lh.googleusercontent.com/a/AATXAJwyCgk5q4Rh5xTeFq4D3PdlHS0oxcBDB0MAMeXW=mo,this app is helping me so much thank you for being there 🥰,5,0,3.7.9,2021-12-19 21:51:21,Keep up the great work! Thank you for the 5 stars and please let us know if there is anything more we can do to help at support@cerebral.com.,2022-01-04 16:12:42
gp:AOqpTOE_o1s8MFwWOASaWxGn2RAOcyZOKNduyaz0APTVekPUHsQpBgGub_-SiyA4iaVs8Rh8dWz1zH68-nu8Iw,Cameron Spencer,https://play-lh.googleusercontent.com/a-/AOh14GimF0GvHzGTmzF8RXE-Q3tc97-_cVcFZlEWIospcQ,"This service is a scam, and apparently deleted my original review. They offer one thing but when they can't deliver it they lie to you or withhold information so that they can keep you as a customer.",1,1,3.7.9,2021-12-19 16:39:08,"Hi, we’re sorry to hear that you faced some difficulty and would like to take a closer look at this for you. Please reach out to support@getcerebral.com and ask for Stefanie H. We look forward to assisting you in any way we can. Best, Cerebral Team",2021-12-19 16:24:07
gp:AOqpTOFyBSbZAuNnBlYqgTbVeAvA-wClBssidWuQ2RaQE3Sfsf_DGAlWm3vITlnARhL7bfTj2IUKbzPKX_gNXw,Teresa Forehand,https://play-lh.googleusercontent.com/a-/AOh14GhpDyiXUvCgMyCXt7jI-HCqULvInPDrFrL59I5_uQ,I'm glad I made the decision to get help for my anxiety. I know working with my Cerebral team will help me tremendously.,5,1,3.7.9,2021-12-19 14:30:14,"We are pleased that you made the decision, too! Thanks for the kind words, and if there is anything we can do for you, just let us know at support@cerebral.com. Have a wonderful day!",2022-01-04 16:13:24
gp:AOqpTOG_8xah-raBtEUT49S6VRiY8s1Y513FM1gAkrIjFFcFmXVqfRckxf6tQax4jYGA8f8XBUxgXUdrnEQPyQ,Anthony Krouse,https://play-lh.googleusercontent.com/a/AATXAJxFd2rKWQqCyTp6qccPW2tCUgsQ8mQ50DpFep9p=mo,so far so good,5,0,3.7.9,2021-12-18 14:24:28,"We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at support@cerebral.com!
Have a wonderful day!",2022-01-04 16:19:56
gp:AOqpTOHuAtEFg6T7DPYUv4Zf-rfACwuMsSgy3pTxE1oJ8yRmo-f55NFzWupSIgATRo59zb4Z94Pf1IJqotEq0g,The Scream Queen,https://play-lh.googleusercontent.com/a-/AOh14GhS4or5-_cApKkb5NUABwi4rSVOMFsFGSxhw2MG,They stole my money and never gave me any service!!!! They never answered me and I canceled and they continued to charge me I contacted my bank to have them remove the charges and cerebral had them reverse the charges back!!! SCAM,1,1,,2021-12-18 14:07:40,"We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to support@getcerebral.com and ask for Stefanie H. We look forward to assisting you in any way we can. Best, Cerebral Team",2021-12-19 16:16:07
gp:AOqpTOGEVRMrhqQkWinXbU_tdcrHPkfcQIW-lrf24ZAiRvd6A57C4FX5oFRPB4qfsx3waG0KmHki7pcn9wi1Gg,Jen Michaud,https://play-lh.googleusercontent.com/a-/AOh14GhwW1aDcpHcd9GrHBxq_wNN55qaM86vAeagJcp3,I love my therapist. I honestly wish it would accept my insurance it's pricey but amazing,4,1,3.7.9,2021-12-18 13:51:28,We're always looking to improve your experience and are constantly working to expand our network coverage for insurance. We're glad to hear that you're finding your time with your therapist to be meaningful. Keep up the great work!,2022-01-04 16:14:20
gp:AOqpTOGaY3AipNSJcBpPbbGbqMUD9D4nnuDW73n6cYkRapCh5qsvVDi3lGcY6kPgJx2wwtzJhpxl2eH7nYZMXg,Lyndsey Martin,https://play-lh.googleusercontent.com/a/AATXAJx0o7yGZTbjdzjcTDchd70xsBLl3HKBrQ5nKXqi=mo,"My experience with this service was unacceptable. I paid $99 for a month and after the payment was processed, I was informed that there were no providers in my area. I emailed Cerebral to cancel and he to a refund and they would not process the refund. Even if though I can to use the service because they have no providers for me. There should be a check before you pay to ensure you can receive care. For a service that is offering mental health services, this is a major fail.",1,1,,2021-12-17 16:50:52,"Hi, we’re sorry to hear that and would like to take a closer look at this for you. Please reach out to support@getcerebral.com and ask for Stefanie H. We look forward to assisting you in any way we can. Best, Cerebral Team",2021-12-19 16:16:40
